[2024-07-02 13:18:58] [PID 0] [INFO] Load config successfully!
[2024-07-02 13:18:58] [PID 0] [INFO] {'batch_size': 512,
 'ckpt_path': 'checkpoints/checkpoint_0',
 'comment': 'no comments',
 'continuous_train': False,
 'crystal_gnn_config': {'atom_fea_len': 512, 'n_conv': 3},
 'dmin': 0,
 'drop_rate': 0.25,
 'dtype': torch.float32,
 'epochs': 500,
 'experiment_name': '0',
 'figs_train': 'figs/train_0.pdf',
 'head_output_dim': 2,
 'load_pretrain': True,
 'log_batch_freq': 5,
 'log_epoch_freq': 2,
 'log_file': 'logs/out_0.log',
 'lr': 0.001,
 'lr_milestones': [100],
 'max_num_nbr': 12,
 'momentum': 0.9,
 'num_workers': 8,
 'pre_ckpt_path': 'checkpoints/pre_checkpoint_0',
 'precision': 'float32',
 'processed_dir': {'negative': 'processed_negative',
                   'positive': 'processed_positive'},
 'radius': 20,
 'random_seed': 666,
 'ratio': 711,
 'root_dir': 'data',
 'sample_size': 10,
 'save_epoch_freq': 5,
 'shuffle': True,
 'step': 0.2,
 'weight_decay': 0}
[2024-07-02 13:18:58] [PID 0] [INFO] Load data...
[2024-07-02 13:18:58] [PID 0] [INFO] Process...
[2024-07-02 13:19:35] [PID 0] [INFO] Total number of data points: 85590
[2024-07-02 13:19:35] [PID 0] [INFO] Number of batches per epoch: 168
[2024-07-02 13:19:39] [PID 0] [INFO] Train...
[2024-07-02 21:03:57] [PID 0] [INFO] [Train] Epoch [464/500] [125/168]	 BT 0.330 (0.357)	 DT 0.011 (0.021)	 Loss 4.6566e-10 (1.0002e-03)	
[2024-07-02 21:03:59] [PID 0] [INFO] [Train] Epoch [464/500] [130/168]	 BT 0.366 (0.357)	 DT 0.012 (0.021)	 Loss 4.9127e-08 (1.0002e-03)	
[2024-07-02 21:04:00] [PID 0] [INFO] [Train] Epoch [464/500] [135/168]	 BT 0.332 (0.357)	 DT 0.010 (0.021)	 Loss 6.9849e-10 (1.0001e-03)	
[2024-07-02 21:04:02] [PID 0] [INFO] [Train] Epoch [464/500] [140/168]	 BT 0.338 (0.357)	 DT 0.011 (0.021)	 Loss 5.3551e-09 (1.0000e-03)	
[2024-07-02 21:04:04] [PID 0] [INFO] [Train] Epoch [464/500] [145/168]	 BT 0.356 (0.357)	 DT 0.011 (0.021)	 Loss 6.1933e-08 (9.9997e-04)	
[2024-07-02 21:04:05] [PID 0] [INFO] [Train] Epoch [464/500] [150/168]	 BT 0.361 (0.357)	 DT 0.014 (0.021)	 Loss 2.7940e-09 (9.9991e-04)	
[2024-07-02 21:04:07] [PID 0] [INFO] [Train] Epoch [464/500] [155/168]	 BT 0.372 (0.357)	 DT 0.011 (0.021)	 Loss 3.5157e-08 (9.9984e-04)	
[2024-07-02 21:04:09] [PID 0] [INFO] [Train] Epoch [464/500] [160/168]	 BT 0.347 (0.357)	 DT 0.011 (0.021)	 Loss 6.8219e-08 (9.9978e-04)	
[2024-07-02 21:04:11] [PID 0] [INFO] [Train] Epoch [464/500] [165/168]	 BT 0.344 (0.357)	 DT 0.011 (0.021)	 Loss 1.5832e-08 (9.9971e-04)	
[2024-07-02 21:05:13] [PID 0] [INFO] [Train] Epoch [466/500] [0/168]	 BT 1.472 (0.357)	 DT 1.141 (0.021)	 Loss 1.3970e-09 (9.9754e-04)	
[2024-07-02 21:05:15] [PID 0] [INFO] [Train] Epoch [466/500] [5/168]	 BT 0.356 (0.357)	 DT 0.015 (0.021)	 Loss 3.4925e-09 (9.9747e-04)	
[2024-07-02 21:05:16] [PID 0] [INFO] [Train] Epoch [466/500] [10/168]	 BT 0.342 (0.357)	 DT 0.012 (0.021)	 Loss 4.6566e-10 (9.9741e-04)	
[2024-07-02 21:05:18] [PID 0] [INFO] [Train] Epoch [466/500] [15/168]	 BT 0.342 (0.357)	 DT 0.012 (0.021)	 Loss 1.5995e-07 (9.9734e-04)	
[2024-07-02 21:05:20] [PID 0] [INFO] [Train] Epoch [466/500] [20/168]	 BT 0.356 (0.357)	 DT 0.011 (0.021)	 Loss 7.2177e-09 (9.9728e-04)	
[2024-07-02 21:05:21] [PID 0] [INFO] [Train] Epoch [466/500] [25/168]	 BT 0.349 (0.357)	 DT 0.016 (0.021)	 Loss 2.3283e-09 (9.9722e-04)	
[2024-07-02 21:05:23] [PID 0] [INFO] [Train] Epoch [466/500] [30/168]	 BT 0.337 (0.357)	 DT 0.012 (0.021)	 Loss 1.4435e-08 (9.9715e-04)	
[2024-07-02 21:05:25] [PID 0] [INFO] [Train] Epoch [466/500] [35/168]	 BT 0.375 (0.357)	 DT 0.012 (0.021)	 Loss 1.1106e-07 (9.9709e-04)	
[2024-07-02 21:05:27] [PID 0] [INFO] [Train] Epoch [466/500] [40/168]	 BT 0.484 (0.357)	 DT 0.011 (0.021)	 Loss 2.5611e-09 (9.9702e-04)	
[2024-07-02 21:05:29] [PID 0] [INFO] [Train] Epoch [466/500] [45/168]	 BT 0.342 (0.357)	 DT 0.012 (0.021)	 Loss 2.3579e-06 (9.9696e-04)	
[2024-07-02 21:05:30] [PID 0] [INFO] [Train] Epoch [466/500] [50/168]	 BT 0.363 (0.357)	 DT 0.012 (0.021)	 Loss 3.4924e-08 (9.9690e-04)	
[2024-07-02 21:05:32] [PID 0] [INFO] [Train] Epoch [466/500] [55/168]	 BT 0.352 (0.357)	 DT 0.011 (0.021)	 Loss 1.7695e-08 (9.9683e-04)	
[2024-07-02 21:05:34] [PID 0] [INFO] [Train] Epoch [466/500] [60/168]	 BT 0.354 (0.357)	 DT 0.015 (0.021)	 Loss 9.3132e-09 (9.9677e-04)	
[2024-07-02 21:05:36] [PID 0] [INFO] [Train] Epoch [466/500] [65/168]	 BT 0.366 (0.357)	 DT 0.011 (0.021)	 Loss 4.4238e-09 (9.9670e-04)	
[2024-07-02 21:05:37] [PID 0] [INFO] [Train] Epoch [466/500] [70/168]	 BT 0.344 (0.357)	 DT 0.015 (0.021)	 Loss 3.3527e-08 (9.9664e-04)	
[2024-07-02 21:05:39] [PID 0] [INFO] [Train] Epoch [466/500] [75/168]	 BT 0.357 (0.357)	 DT 0.011 (0.021)	 Loss 2.5146e-08 (9.9658e-04)	
[2024-07-02 21:05:41] [PID 0] [INFO] [Train] Epoch [466/500] [80/168]	 BT 0.362 (0.357)	 DT 0.011 (0.021)	 Loss 3.0268e-09 (9.9651e-04)	
[2024-07-02 21:05:43] [PID 0] [INFO] [Train] Epoch [466/500] [85/168]	 BT 0.351 (0.357)	 DT 0.011 (0.021)	 Loss 7.6834e-09 (9.9645e-04)	
[2024-07-02 21:05:45] [PID 0] [INFO] [Train] Epoch [466/500] [90/168]	 BT 0.335 (0.357)	 DT 0.011 (0.021)	 Loss 9.3132e-10 (9.9638e-04)	
[2024-07-02 21:05:46] [PID 0] [INFO] [Train] Epoch [466/500] [95/168]	 BT 0.331 (0.357)	 DT 0.011 (0.021)	 Loss 1.6298e-08 (9.9632e-04)	
[2024-07-02 21:05:48] [PID 0] [INFO] [Train] Epoch [466/500] [100/168]	 BT 0.350 (0.357)	 DT 0.011 (0.021)	 Loss 5.5180e-08 (9.9626e-04)	
[2024-07-02 21:05:50] [PID 0] [INFO] [Train] Epoch [466/500] [105/168]	 BT 0.361 (0.357)	 DT 0.013 (0.021)	 Loss 6.9849e-10 (9.9619e-04)	
[2024-07-02 21:05:52] [PID 0] [INFO] [Train] Epoch [466/500] [110/168]	 BT 0.353 (0.357)	 DT 0.011 (0.021)	 Loss 1.3748e-06 (9.9613e-04)	
[2024-07-02 21:05:53] [PID 0] [INFO] [Train] Epoch [466/500] [115/168]	 BT 0.343 (0.357)	 DT 0.011 (0.021)	 Loss 2.4470e-07 (9.9606e-04)	
[2024-07-02 21:05:55] [PID 0] [INFO] [Train] Epoch [466/500] [120/168]	 BT 0.349 (0.357)	 DT 0.011 (0.021)	 Loss 1.6298e-09 (9.9600e-04)	
[2024-07-02 21:05:57] [PID 0] [INFO] [Train] Epoch [466/500] [125/168]	 BT 0.365 (0.357)	 DT 0.011 (0.021)	 Loss 4.1909e-09 (9.9594e-04)	
[2024-07-02 21:05:59] [PID 0] [INFO] [Train] Epoch [466/500] [130/168]	 BT 0.328 (0.357)	 DT 0.014 (0.021)	 Loss 1.6065e-08 (9.9587e-04)	
[2024-07-02 21:06:00] [PID 0] [INFO] [Train] Epoch [466/500] [135/168]	 BT 0.329 (0.357)	 DT 0.011 (0.021)	 Loss 3.6714e-05 (9.9581e-04)	
[2024-07-02 21:06:02] [PID 0] [INFO] [Train] Epoch [466/500] [140/168]	 BT 0.341 (0.357)	 DT 0.011 (0.021)	 Loss 8.3819e-09 (9.9574e-04)	
[2024-07-02 21:06:04] [PID 0] [INFO] [Train] Epoch [466/500] [145/168]	 BT 0.443 (0.357)	 DT 0.010 (0.021)	 Loss 8.8476e-09 (9.9568e-04)	
[2024-07-02 21:06:06] [PID 0] [INFO] [Train] Epoch [466/500] [150/168]	 BT 0.324 (0.357)	 DT 0.013 (0.021)	 Loss 3.0501e-08 (9.9562e-04)	
[2024-07-02 21:06:07] [PID 0] [INFO] [Train] Epoch [466/500] [155/168]	 BT 0.371 (0.357)	 DT 0.011 (0.021)	 Loss 3.2829e-08 (9.9555e-04)	
[2024-07-02 21:06:09] [PID 0] [INFO] [Train] Epoch [466/500] [160/168]	 BT 0.351 (0.357)	 DT 0.011 (0.021)	 Loss 1.8394e-08 (9.9549e-04)	
[2024-07-02 21:06:11] [PID 0] [INFO] [Train] Epoch [466/500] [165/168]	 BT 0.357 (0.357)	 DT 0.011 (0.021)	 Loss 1.6298e-09 (9.9543e-04)	
[2024-07-02 21:07:12] [PID 0] [INFO] [Train] Epoch [468/500] [0/168]	 BT 1.433 (0.357)	 DT 1.073 (0.021)	 Loss 1.1642e-09 (9.9327e-04)	
[2024-07-02 21:07:14] [PID 0] [INFO] [Train] Epoch [468/500] [5/168]	 BT 0.370 (0.357)	 DT 0.011 (0.021)	 Loss 2.3283e-10 (9.9320e-04)	
[2024-07-02 21:07:16] [PID 0] [INFO] [Train] Epoch [468/500] [10/168]	 BT 0.340 (0.357)	 DT 0.011 (0.021)	 Loss 1.9860e-07 (9.9314e-04)	
[2024-07-02 21:07:17] [PID 0] [INFO] [Train] Epoch [468/500] [15/168]	 BT 0.338 (0.357)	 DT 0.011 (0.021)	 Loss 2.1886e-08 (9.9308e-04)	
[2024-07-02 21:07:19] [PID 0] [INFO] [Train] Epoch [468/500] [20/168]	 BT 0.334 (0.357)	 DT 0.011 (0.021)	 Loss 6.7521e-09 (9.9301e-04)	
[2024-07-02 21:07:21] [PID 0] [INFO] [Train] Epoch [468/500] [25/168]	 BT 0.314 (0.357)	 DT 0.011 (0.021)	 Loss 8.8875e-07 (9.9295e-04)	
[2024-07-02 21:07:23] [PID 0] [INFO] [Train] Epoch [468/500] [30/168]	 BT 0.348 (0.357)	 DT 0.011 (0.021)	 Loss 1.9394e-07 (9.9288e-04)	
[2024-07-02 21:07:25] [PID 0] [INFO] [Train] Epoch [468/500] [35/168]	 BT 0.350 (0.357)	 DT 0.011 (0.021)	 Loss 6.4741e-07 (9.9282e-04)	
[2024-07-02 21:07:26] [PID 0] [INFO] [Train] Epoch [468/500] [40/168]	 BT 0.386 (0.357)	 DT 0.016 (0.021)	 Loss 5.8208e-09 (9.9276e-04)	
[2024-07-02 21:07:28] [PID 0] [INFO] [Train] Epoch [468/500] [45/168]	 BT 0.368 (0.357)	 DT 0.011 (0.021)	 Loss 1.5656e-02 (9.9289e-04)	
[2024-07-02 21:07:30] [PID 0] [INFO] [Train] Epoch [468/500] [50/168]	 BT 0.347 (0.357)	 DT 0.011 (0.021)	 Loss 1.9092e-08 (9.9283e-04)	
[2024-07-02 21:07:32] [PID 0] [INFO] [Train] Epoch [468/500] [55/168]	 BT 0.341 (0.357)	 DT 0.011 (0.021)	 Loss 9.0338e-08 (9.9277e-04)	
[2024-07-02 21:07:34] [PID 0] [INFO] [Train] Epoch [468/500] [60/168]	 BT 0.329 (0.357)	 DT 0.011 (0.021)	 Loss 8.3586e-08 (9.9270e-04)	
[2024-07-02 21:07:35] [PID 0] [INFO] [Train] Epoch [468/500] [65/168]	 BT 0.348 (0.357)	 DT 0.011 (0.021)	 Loss 7.5047e-06 (9.9264e-04)	
[2024-07-02 21:07:37] [PID 0] [INFO] [Train] Epoch [468/500] [70/168]	 BT 0.337 (0.357)	 DT 0.011 (0.021)	 Loss 4.7957e-05 (9.9258e-04)	
[2024-07-02 21:07:39] [PID 0] [INFO] [Train] Epoch [468/500] [75/168]	 BT 0.350 (0.357)	 DT 0.010 (0.021)	 Loss 1.1016e-04 (9.9252e-04)	
[2024-07-02 21:07:40] [PID 0] [INFO] [Train] Epoch [468/500] [80/168]	 BT 0.335 (0.357)	 DT 0.010 (0.021)	 Loss 6.5657e-08 (9.9245e-04)	
[2024-07-02 21:07:42] [PID 0] [INFO] [Train] Epoch [468/500] [85/168]	 BT 0.349 (0.357)	 DT 0.011 (0.021)	 Loss 1.7804e-06 (9.9239e-04)	
[2024-07-02 21:07:44] [PID 0] [INFO] [Train] Epoch [468/500] [90/168]	 BT 0.338 (0.357)	 DT 0.010 (0.021)	 Loss 4.2142e-08 (9.9233e-04)	
[2024-07-02 21:07:46] [PID 0] [INFO] [Train] Epoch [468/500] [95/168]	 BT 0.346 (0.357)	 DT 0.015 (0.021)	 Loss 1.4435e-08 (9.9226e-04)	
[2024-07-02 21:07:47] [PID 0] [INFO] [Train] Epoch [468/500] [100/168]	 BT 0.353 (0.357)	 DT 0.010 (0.021)	 Loss 1.0151e-07 (9.9220e-04)	
[2024-07-02 21:07:49] [PID 0] [INFO] [Train] Epoch [468/500] [105/168]	 BT 0.343 (0.357)	 DT 0.011 (0.021)	 Loss 1.6494e-06 (9.9214e-04)	
[2024-07-02 21:07:51] [PID 0] [INFO] [Train] Epoch [468/500] [110/168]	 BT 0.324 (0.357)	 DT 0.010 (0.021)	 Loss 5.9251e-07 (9.9207e-04)	
[2024-07-02 21:07:53] [PID 0] [INFO] [Train] Epoch [468/500] [115/168]	 BT 0.344 (0.357)	 DT 0.010 (0.021)	 Loss 7.3574e-08 (9.9201e-04)	
[2024-07-02 21:07:55] [PID 0] [INFO] [Train] Epoch [468/500] [120/168]	 BT 0.334 (0.357)	 DT 0.011 (0.021)	 Loss 1.6039e-06 (9.9195e-04)	
[2024-07-02 21:07:56] [PID 0] [INFO] [Train] Epoch [468/500] [125/168]	 BT 0.356 (0.357)	 DT 0.011 (0.021)	 Loss 3.4459e-08 (9.9188e-04)	
[2024-07-02 21:07:58] [PID 0] [INFO] [Train] Epoch [468/500] [130/168]	 BT 0.349 (0.357)	 DT 0.011 (0.021)	 Loss 1.3504e-07 (9.9182e-04)	
[2024-07-02 21:08:00] [PID 0] [INFO] [Train] Epoch [468/500] [135/168]	 BT 0.371 (0.357)	 DT 0.011 (0.021)	 Loss 7.8929e-08 (9.9176e-04)	
[2024-07-02 21:08:02] [PID 0] [INFO] [Train] Epoch [468/500] [140/168]	 BT 0.345 (0.357)	 DT 0.011 (0.021)	 Loss 3.7718e-08 (9.9169e-04)	
[2024-07-02 21:08:03] [PID 0] [INFO] [Train] Epoch [468/500] [145/168]	 BT 0.353 (0.357)	 DT 0.011 (0.021)	 Loss 7.9513e-06 (9.9163e-04)	
[2024-07-02 21:08:05] [PID 0] [INFO] [Train] Epoch [468/500] [150/168]	 BT 0.371 (0.357)	 DT 0.014 (0.021)	 Loss 4.5901e-06 (9.9157e-04)	
[2024-07-02 21:08:07] [PID 0] [INFO] [Train] Epoch [468/500] [155/168]	 BT 0.368 (0.357)	 DT 0.011 (0.021)	 Loss 2.4819e-07 (9.9151e-04)	
[2024-07-02 21:08:09] [PID 0] [INFO] [Train] Epoch [468/500] [160/168]	 BT 0.372 (0.357)	 DT 0.011 (0.021)	 Loss 6.4537e-06 (9.9144e-04)	
[2024-07-02 21:08:10] [PID 0] [INFO] [Train] Epoch [468/500] [165/168]	 BT 0.356 (0.357)	 DT 0.015 (0.021)	 Loss 1.4316e-06 (9.9138e-04)	
[2024-07-02 21:09:11] [PID 0] [INFO] [Train] Epoch [470/500] [0/168]	 BT 1.226 (0.357)	 DT 0.893 (0.021)	 Loss 9.3885e-07 (9.8924e-04)	
[2024-07-02 21:09:13] [PID 0] [INFO] [Train] Epoch [470/500] [5/168]	 BT 0.341 (0.357)	 DT 0.015 (0.021)	 Loss 1.1781e-07 (9.8918e-04)	
[2024-07-02 21:09:15] [PID 0] [INFO] [Train] Epoch [470/500] [10/168]	 BT 0.362 (0.357)	 DT 0.010 (0.021)	 Loss 4.0978e-08 (9.8911e-04)	
[2024-07-02 21:09:17] [PID 0] [INFO] [Train] Epoch [470/500] [15/168]	 BT 0.354 (0.357)	 DT 0.015 (0.021)	 Loss 9.5546e-07 (9.8905e-04)	
[2024-07-02 21:09:18] [PID 0] [INFO] [Train] Epoch [470/500] [20/168]	 BT 0.327 (0.357)	 DT 0.011 (0.021)	 Loss 6.0303e-08 (9.8899e-04)	
[2024-07-02 21:09:20] [PID 0] [INFO] [Train] Epoch [470/500] [25/168]	 BT 0.332 (0.357)	 DT 0.011 (0.021)	 Loss 3.5623e-08 (9.8892e-04)	
[2024-07-02 21:09:22] [PID 0] [INFO] [Train] Epoch [470/500] [30/168]	 BT 0.362 (0.357)	 DT 0.011 (0.021)	 Loss 1.8859e-08 (9.8886e-04)	
[2024-07-02 21:09:24] [PID 0] [INFO] [Train] Epoch [470/500] [35/168]	 BT 0.326 (0.357)	 DT 0.011 (0.021)	 Loss 4.0975e-07 (9.8880e-04)	
[2024-07-02 21:09:25] [PID 0] [INFO] [Train] Epoch [470/500] [40/168]	 BT 0.340 (0.357)	 DT 0.011 (0.021)	 Loss 1.8626e-08 (9.8874e-04)	
[2024-07-02 21:09:27] [PID 0] [INFO] [Train] Epoch [470/500] [45/168]	 BT 0.339 (0.357)	 DT 0.012 (0.021)	 Loss 3.5063e-07 (9.8867e-04)	
[2024-07-02 21:09:29] [PID 0] [INFO] [Train] Epoch [470/500] [50/168]	 BT 0.357 (0.357)	 DT 0.015 (0.021)	 Loss 8.3695e-07 (9.8861e-04)	
[2024-07-02 21:09:31] [PID 0] [INFO] [Train] Epoch [470/500] [55/168]	 BT 0.360 (0.357)	 DT 0.010 (0.021)	 Loss 1.8115e-06 (9.8855e-04)	
[2024-07-02 21:09:33] [PID 0] [INFO] [Train] Epoch [470/500] [60/168]	 BT 0.353 (0.357)	 DT 0.011 (0.021)	 Loss 1.8859e-08 (9.8848e-04)	
[2024-07-02 21:09:34] [PID 0] [INFO] [Train] Epoch [470/500] [65/168]	 BT 0.337 (0.357)	 DT 0.012 (0.021)	 Loss 4.6799e-08 (9.8842e-04)	
[2024-07-02 21:09:36] [PID 0] [INFO] [Train] Epoch [470/500] [70/168]	 BT 0.371 (0.357)	 DT 0.011 (0.021)	 Loss 3.7718e-08 (9.8836e-04)	
[2024-07-02 21:09:38] [PID 0] [INFO] [Train] Epoch [470/500] [75/168]	 BT 0.380 (0.357)	 DT 0.011 (0.021)	 Loss 2.0722e-08 (9.8829e-04)	
[2024-07-02 21:09:40] [PID 0] [INFO] [Train] Epoch [470/500] [80/168]	 BT 0.348 (0.357)	 DT 0.010 (0.021)	 Loss 2.3516e-08 (9.8823e-04)	
[2024-07-02 21:09:41] [PID 0] [INFO] [Train] Epoch [470/500] [85/168]	 BT 0.375 (0.357)	 DT 0.011 (0.021)	 Loss 2.6775e-08 (9.8817e-04)	
[2024-07-02 21:09:43] [PID 0] [INFO] [Train] Epoch [470/500] [90/168]	 BT 0.348 (0.357)	 DT 0.012 (0.021)	 Loss 5.2386e-08 (9.8811e-04)	
[2024-07-02 21:09:45] [PID 0] [INFO] [Train] Epoch [470/500] [95/168]	 BT 0.339 (0.357)	 DT 0.011 (0.021)	 Loss 5.4174e-07 (9.8804e-04)	
[2024-07-02 21:09:47] [PID 0] [INFO] [Train] Epoch [470/500] [100/168]	 BT 0.365 (0.357)	 DT 0.011 (0.021)	 Loss 3.1199e-08 (9.8798e-04)	
[2024-07-02 21:09:48] [PID 0] [INFO] [Train] Epoch [470/500] [105/168]	 BT 0.330 (0.357)	 DT 0.010 (0.021)	 Loss 8.8476e-09 (9.8792e-04)	
[2024-07-02 21:09:50] [PID 0] [INFO] [Train] Epoch [470/500] [110/168]	 BT 0.337 (0.357)	 DT 0.011 (0.021)	 Loss 1.8626e-09 (9.8785e-04)	
[2024-07-02 21:09:52] [PID 0] [INFO] [Train] Epoch [470/500] [115/168]	 BT 0.341 (0.357)	 DT 0.011 (0.021)	 Loss 3.6203e-07 (9.8779e-04)	
[2024-07-02 21:09:54] [PID 0] [INFO] [Train] Epoch [470/500] [120/168]	 BT 0.339 (0.357)	 DT 0.011 (0.021)	 Loss 5.1455e-08 (9.8773e-04)	
[2024-07-02 21:09:56] [PID 0] [INFO] [Train] Epoch [470/500] [125/168]	 BT 0.367 (0.357)	 DT 0.012 (0.021)	 Loss 3.4226e-08 (9.8767e-04)	
[2024-07-02 21:09:57] [PID 0] [INFO] [Train] Epoch [470/500] [130/168]	 BT 0.319 (0.357)	 DT 0.011 (0.021)	 Loss 5.1921e-08 (9.8760e-04)	
[2024-07-02 21:09:59] [PID 0] [INFO] [Train] Epoch [470/500] [135/168]	 BT 0.373 (0.357)	 DT 0.016 (0.021)	 Loss 4.0047e-08 (9.8754e-04)	
[2024-07-02 21:10:01] [PID 0] [INFO] [Train] Epoch [470/500] [140/168]	 BT 0.340 (0.357)	 DT 0.011 (0.021)	 Loss 9.0104e-08 (9.8748e-04)	
[2024-07-02 21:10:03] [PID 0] [INFO] [Train] Epoch [470/500] [145/168]	 BT 0.319 (0.357)	 DT 0.010 (0.021)	 Loss 8.1956e-08 (9.8742e-04)	
[2024-07-02 21:10:04] [PID 0] [INFO] [Train] Epoch [470/500] [150/168]	 BT 0.342 (0.357)	 DT 0.014 (0.021)	 Loss 8.9173e-08 (9.8735e-04)	
[2024-07-02 21:10:06] [PID 0] [INFO] [Train] Epoch [470/500] [155/168]	 BT 0.330 (0.357)	 DT 0.010 (0.021)	 Loss 5.4629e-06 (9.8729e-04)	
[2024-07-02 21:10:08] [PID 0] [INFO] [Train] Epoch [470/500] [160/168]	 BT 0.326 (0.357)	 DT 0.010 (0.021)	 Loss 4.4238e-08 (9.8723e-04)	
[2024-07-02 21:10:10] [PID 0] [INFO] [Train] Epoch [470/500] [165/168]	 BT 0.369 (0.357)	 DT 0.015 (0.021)	 Loss 3.0501e-08 (9.8716e-04)	
[2024-07-02 21:11:11] [PID 0] [INFO] [Train] Epoch [472/500] [0/168]	 BT 1.407 (0.357)	 DT 1.059 (0.021)	 Loss 2.3957e-07 (9.8504e-04)	
[2024-07-02 21:11:13] [PID 0] [INFO] [Train] Epoch [472/500] [5/168]	 BT 0.331 (0.357)	 DT 0.011 (0.021)	 Loss 2.3771e-07 (9.8498e-04)	
[2024-07-02 21:11:15] [PID 0] [INFO] [Train] Epoch [472/500] [10/168]	 BT 0.335 (0.357)	 DT 0.011 (0.021)	 Loss 2.3050e-08 (9.8492e-04)	
[2024-07-02 21:11:17] [PID 0] [INFO] [Train] Epoch [472/500] [15/168]	 BT 0.371 (0.357)	 DT 0.012 (0.021)	 Loss 8.0792e-08 (9.8485e-04)	
[2024-07-02 21:11:18] [PID 0] [INFO] [Train] Epoch [472/500] [20/168]	 BT 0.340 (0.357)	 DT 0.016 (0.021)	 Loss 1.4087e-06 (9.8479e-04)	
[2024-07-02 21:11:20] [PID 0] [INFO] [Train] Epoch [472/500] [25/168]	 BT 0.359 (0.357)	 DT 0.011 (0.021)	 Loss 1.3574e-07 (9.8473e-04)	
[2024-07-02 21:11:22] [PID 0] [INFO] [Train] Epoch [472/500] [30/168]	 BT 0.318 (0.357)	 DT 0.010 (0.021)	 Loss 1.2410e-07 (9.8467e-04)	
[2024-07-02 21:11:24] [PID 0] [INFO] [Train] Epoch [472/500] [35/168]	 BT 0.344 (0.357)	 DT 0.012 (0.021)	 Loss 1.4243e-05 (9.8460e-04)	
[2024-07-02 21:11:26] [PID 0] [INFO] [Train] Epoch [472/500] [40/168]	 BT 0.357 (0.357)	 DT 0.011 (0.021)	 Loss 3.7253e-08 (9.8454e-04)	
[2024-07-02 21:11:27] [PID 0] [INFO] [Train] Epoch [472/500] [45/168]	 BT 0.351 (0.357)	 DT 0.011 (0.021)	 Loss 3.1665e-08 (9.8448e-04)	
[2024-07-02 21:11:29] [PID 0] [INFO] [Train] Epoch [472/500] [50/168]	 BT 0.362 (0.357)	 DT 0.012 (0.021)	 Loss 1.3970e-08 (9.8442e-04)	
[2024-07-02 21:11:31] [PID 0] [INFO] [Train] Epoch [472/500] [55/168]	 BT 0.352 (0.357)	 DT 0.011 (0.021)	 Loss 1.0442e-06 (9.8435e-04)	
[2024-07-02 21:11:33] [PID 0] [INFO] [Train] Epoch [472/500] [60/168]	 BT 0.330 (0.357)	 DT 0.011 (0.021)	 Loss 3.2131e-08 (9.8429e-04)	
[2024-07-02 21:11:34] [PID 0] [INFO] [Train] Epoch [472/500] [65/168]	 BT 0.327 (0.357)	 DT 0.011 (0.021)	 Loss 1.4203e-08 (9.8423e-04)	
[2024-07-02 21:11:36] [PID 0] [INFO] [Train] Epoch [472/500] [70/168]	 BT 0.363 (0.357)	 DT 0.011 (0.021)	 Loss 2.4680e-08 (9.8417e-04)	
[2024-07-02 21:11:38] [PID 0] [INFO] [Train] Epoch [472/500] [75/168]	 BT 0.334 (0.357)	 DT 0.011 (0.021)	 Loss 2.2156e-05 (9.8411e-04)	
[2024-07-02 21:11:40] [PID 0] [INFO] [Train] Epoch [472/500] [80/168]	 BT 0.368 (0.357)	 DT 0.012 (0.021)	 Loss 5.1103e-07 (9.8404e-04)	
[2024-07-02 21:11:41] [PID 0] [INFO] [Train] Epoch [472/500] [85/168]	 BT 0.330 (0.357)	 DT 0.011 (0.021)	 Loss 1.1944e-07 (9.8398e-04)	
[2024-07-02 21:11:43] [PID 0] [INFO] [Train] Epoch [472/500] [90/168]	 BT 0.367 (0.357)	 DT 0.011 (0.021)	 Loss 1.4487e-06 (9.8392e-04)	
[2024-07-02 21:11:45] [PID 0] [INFO] [Train] Epoch [472/500] [95/168]	 BT 0.348 (0.357)	 DT 0.015 (0.021)	 Loss 1.0338e-07 (9.8386e-04)	
[2024-07-02 21:11:47] [PID 0] [INFO] [Train] Epoch [472/500] [100/168]	 BT 0.338 (0.357)	 DT 0.011 (0.021)	 Loss 3.1358e-06 (9.8379e-04)	
[2024-07-02 21:11:49] [PID 0] [INFO] [Train] Epoch [472/500] [105/168]	 BT 0.361 (0.357)	 DT 0.012 (0.021)	 Loss 1.1827e-07 (9.8373e-04)	
[2024-07-02 21:11:50] [PID 0] [INFO] [Train] Epoch [472/500] [110/168]	 BT 0.326 (0.357)	 DT 0.011 (0.021)	 Loss 2.1490e-07 (9.8367e-04)	
[2024-07-02 21:11:52] [PID 0] [INFO] [Train] Epoch [472/500] [115/168]	 BT 0.334 (0.357)	 DT 0.010 (0.021)	 Loss 2.0722e-08 (9.8361e-04)	
[2024-07-02 21:11:54] [PID 0] [INFO] [Train] Epoch [472/500] [120/168]	 BT 0.346 (0.357)	 DT 0.010 (0.021)	 Loss 2.3050e-08 (9.8354e-04)	
[2024-07-02 21:11:56] [PID 0] [INFO] [Train] Epoch [472/500] [125/168]	 BT 0.353 (0.357)	 DT 0.016 (0.021)	 Loss 2.1653e-08 (9.8348e-04)	
[2024-07-02 21:11:57] [PID 0] [INFO] [Train] Epoch [472/500] [130/168]	 BT 0.357 (0.357)	 DT 0.016 (0.021)	 Loss 1.1536e-06 (9.8342e-04)	
