[2024-07-02 13:18:58] [PID 0] [INFO] Load config successfully!
[2024-07-02 13:18:58] [PID 0] [INFO] {'batch_size': 512,
 'ckpt_path': 'checkpoints/checkpoint_0',
 'comment': 'no comments',
 'continuous_train': False,
 'crystal_gnn_config': {'atom_fea_len': 512, 'n_conv': 3},
 'dmin': 0,
 'drop_rate': 0.25,
 'dtype': torch.float32,
 'epochs': 500,
 'experiment_name': '0',
 'figs_train': 'figs/train_0.pdf',
 'head_output_dim': 2,
 'load_pretrain': True,
 'log_batch_freq': 5,
 'log_epoch_freq': 2,
 'log_file': 'logs/out_0.log',
 'lr': 0.001,
 'lr_milestones': [100],
 'max_num_nbr': 12,
 'momentum': 0.9,
 'num_workers': 8,
 'pre_ckpt_path': 'checkpoints/pre_checkpoint_0',
 'precision': 'float32',
 'processed_dir': {'negative': 'processed_negative',
                   'positive': 'processed_positive'},
 'radius': 20,
 'random_seed': 666,
 'ratio': 711,
 'root_dir': 'data',
 'sample_size': 10,
 'save_epoch_freq': 5,
 'shuffle': True,
 'step': 0.2,
 'weight_decay': 0}
[2024-07-02 13:18:58] [PID 0] [INFO] Load data...
[2024-07-02 13:18:58] [PID 0] [INFO] Process...
[2024-07-02 13:19:35] [PID 0] [INFO] Total number of data points: 85590
[2024-07-02 13:19:35] [PID 0] [INFO] Number of batches per epoch: 168
[2024-07-02 13:19:39] [PID 0] [INFO] Train...
[2024-07-02 13:24:53] [PID 0] [INFO] [Train] Epoch [6/500] [30/168]	 BT 0.338 (0.361)	 DT 0.012 (0.020)	 Loss 4.5359e-03 (4.4782e-02)	
[2024-07-02 13:24:55] [PID 0] [INFO] [Train] Epoch [6/500] [35/168]	 BT 0.454 (0.361)	 DT 0.011 (0.020)	 Loss 1.7794e-02 (4.4696e-02)	
[2024-07-02 13:24:57] [PID 0] [INFO] [Train] Epoch [6/500] [40/168]	 BT 0.343 (0.361)	 DT 0.012 (0.020)	 Loss 1.2437e-02 (4.4477e-02)	
[2024-07-02 13:24:59] [PID 0] [INFO] [Train] Epoch [6/500] [45/168]	 BT 0.370 (0.361)	 DT 0.012 (0.020)	 Loss 2.5181e-02 (4.4303e-02)	
[2024-07-02 13:25:01] [PID 0] [INFO] [Train] Epoch [6/500] [50/168]	 BT 0.389 (0.361)	 DT 0.014 (0.020)	 Loss 7.8714e-03 (4.4127e-02)	
[2024-07-02 13:25:02] [PID 0] [INFO] [Train] Epoch [6/500] [55/168]	 BT 0.330 (0.361)	 DT 0.012 (0.020)	 Loss 3.4547e-03 (4.3908e-02)	
[2024-07-02 13:25:04] [PID 0] [INFO] [Train] Epoch [6/500] [60/168]	 BT 0.351 (0.361)	 DT 0.015 (0.020)	 Loss 1.2750e-02 (4.3792e-02)	
[2024-07-02 13:25:06] [PID 0] [INFO] [Train] Epoch [6/500] [65/168]	 BT 0.354 (0.361)	 DT 0.011 (0.020)	 Loss 9.6822e-03 (4.3598e-02)	
[2024-07-02 13:25:08] [PID 0] [INFO] [Train] Epoch [6/500] [70/168]	 BT 0.374 (0.361)	 DT 0.015 (0.020)	 Loss 1.2186e-02 (4.3410e-02)	
[2024-07-02 13:25:09] [PID 0] [INFO] [Train] Epoch [6/500] [75/168]	 BT 0.357 (0.361)	 DT 0.011 (0.020)	 Loss 9.2688e-04 (4.3195e-02)	
[2024-07-02 13:25:11] [PID 0] [INFO] [Train] Epoch [6/500] [80/168]	 BT 0.334 (0.361)	 DT 0.010 (0.020)	 Loss 2.6847e-03 (4.2997e-02)	
[2024-07-02 13:25:13] [PID 0] [INFO] [Train] Epoch [6/500] [85/168]	 BT 0.340 (0.361)	 DT 0.012 (0.020)	 Loss 1.5189e-03 (4.2795e-02)	
[2024-07-02 13:25:15] [PID 0] [INFO] [Train] Epoch [6/500] [90/168]	 BT 0.335 (0.360)	 DT 0.011 (0.020)	 Loss 1.3096e-02 (4.2592e-02)	
[2024-07-02 13:25:16] [PID 0] [INFO] [Train] Epoch [6/500] [95/168]	 BT 0.336 (0.360)	 DT 0.010 (0.020)	 Loss 2.3477e-02 (4.2426e-02)	
[2024-07-02 13:25:18] [PID 0] [INFO] [Train] Epoch [6/500] [100/168]	 BT 0.353 (0.360)	 DT 0.011 (0.020)	 Loss 1.6807e-03 (4.2233e-02)	
[2024-07-02 13:25:20] [PID 0] [INFO] [Train] Epoch [6/500] [105/168]	 BT 0.344 (0.360)	 DT 0.010 (0.020)	 Loss 1.4302e-03 (4.2024e-02)	
[2024-07-02 13:25:22] [PID 0] [INFO] [Train] Epoch [6/500] [110/168]	 BT 0.343 (0.360)	 DT 0.011 (0.020)	 Loss 1.7344e-03 (4.1820e-02)	
[2024-07-02 13:25:23] [PID 0] [INFO] [Train] Epoch [6/500] [115/168]	 BT 0.317 (0.360)	 DT 0.011 (0.020)	 Loss 1.5563e-03 (4.1627e-02)	
[2024-07-02 13:25:25] [PID 0] [INFO] [Train] Epoch [6/500] [120/168]	 BT 0.333 (0.360)	 DT 0.010 (0.020)	 Loss 1.2939e-02 (4.1453e-02)	
[2024-07-02 13:25:27] [PID 0] [INFO] [Train] Epoch [6/500] [125/168]	 BT 0.352 (0.360)	 DT 0.011 (0.020)	 Loss 2.6704e-02 (4.1287e-02)	
[2024-07-02 13:25:29] [PID 0] [INFO] [Train] Epoch [6/500] [130/168]	 BT 0.355 (0.360)	 DT 0.011 (0.019)	 Loss 2.4398e-02 (4.1169e-02)	
[2024-07-02 13:25:31] [PID 0] [INFO] [Train] Epoch [6/500] [135/168]	 BT 0.346 (0.360)	 DT 0.011 (0.019)	 Loss 2.5469e-02 (4.1048e-02)	
[2024-07-02 13:25:32] [PID 0] [INFO] [Train] Epoch [6/500] [140/168]	 BT 0.320 (0.360)	 DT 0.010 (0.019)	 Loss 1.6508e-02 (4.0922e-02)	
[2024-07-02 13:25:34] [PID 0] [INFO] [Train] Epoch [6/500] [145/168]	 BT 0.346 (0.360)	 DT 0.014 (0.019)	 Loss 1.7371e-02 (4.0776e-02)	
[2024-07-02 13:25:36] [PID 0] [INFO] [Train] Epoch [6/500] [150/168]	 BT 0.327 (0.360)	 DT 0.017 (0.019)	 Loss 1.1364e-02 (4.0613e-02)	
[2024-07-02 13:25:37] [PID 0] [INFO] [Train] Epoch [6/500] [155/168]	 BT 0.318 (0.360)	 DT 0.010 (0.019)	 Loss 1.3062e-02 (4.0453e-02)	
[2024-07-02 13:25:39] [PID 0] [INFO] [Train] Epoch [6/500] [160/168]	 BT 0.346 (0.360)	 DT 0.010 (0.019)	 Loss 1.8272e-02 (4.0314e-02)	
[2024-07-02 13:25:41] [PID 0] [INFO] [Train] Epoch [6/500] [165/168]	 BT 0.353 (0.360)	 DT 0.010 (0.019)	 Loss 1.5519e-02 (4.0169e-02)	
[2024-07-02 13:26:43] [PID 0] [INFO] [Train] Epoch [8/500] [0/168]	 BT 1.216 (0.360)	 DT 0.796 (0.020)	 Loss 2.0150e-02 (3.5592e-02)	
[2024-07-02 13:26:45] [PID 0] [INFO] [Train] Epoch [8/500] [5/168]	 BT 0.355 (0.360)	 DT 0.011 (0.020)	 Loss 5.5615e-02 (3.5592e-02)	
[2024-07-02 13:26:46] [PID 0] [INFO] [Train] Epoch [8/500] [10/168]	 BT 0.344 (0.360)	 DT 0.011 (0.020)	 Loss 1.2536e-02 (3.5518e-02)	
[2024-07-02 13:26:48] [PID 0] [INFO] [Train] Epoch [8/500] [15/168]	 BT 0.334 (0.360)	 DT 0.009 (0.020)	 Loss 1.4479e-02 (3.5450e-02)	
[2024-07-02 13:26:50] [PID 0] [INFO] [Train] Epoch [8/500] [20/168]	 BT 0.354 (0.360)	 DT 0.010 (0.020)	 Loss 1.7348e-02 (3.5368e-02)	
[2024-07-02 13:26:52] [PID 0] [INFO] [Train] Epoch [8/500] [25/168]	 BT 0.310 (0.360)	 DT 0.009 (0.020)	 Loss 2.1342e-02 (3.5317e-02)	
[2024-07-02 13:26:53] [PID 0] [INFO] [Train] Epoch [8/500] [30/168]	 BT 0.360 (0.360)	 DT 0.010 (0.020)	 Loss 1.3763e-02 (3.5217e-02)	
[2024-07-02 13:26:55] [PID 0] [INFO] [Train] Epoch [8/500] [35/168]	 BT 0.323 (0.360)	 DT 0.011 (0.020)	 Loss 3.0828e-03 (3.5127e-02)	
[2024-07-02 13:26:57] [PID 0] [INFO] [Train] Epoch [8/500] [40/168]	 BT 0.348 (0.360)	 DT 0.014 (0.020)	 Loss 7.0113e-03 (3.5014e-02)	
[2024-07-02 13:26:59] [PID 0] [INFO] [Train] Epoch [8/500] [45/168]	 BT 0.311 (0.360)	 DT 0.010 (0.020)	 Loss 5.3901e-03 (3.4899e-02)	
[2024-07-02 13:27:00] [PID 0] [INFO] [Train] Epoch [8/500] [50/168]	 BT 0.323 (0.360)	 DT 0.010 (0.020)	 Loss 1.7299e-02 (3.4796e-02)	
[2024-07-02 13:27:02] [PID 0] [INFO] [Train] Epoch [8/500] [55/168]	 BT 0.330 (0.360)	 DT 0.010 (0.020)	 Loss 3.9645e-03 (3.4680e-02)	
[2024-07-02 13:27:04] [PID 0] [INFO] [Train] Epoch [8/500] [60/168]	 BT 0.343 (0.359)	 DT 0.010 (0.020)	 Loss 7.5920e-03 (3.4570e-02)	
[2024-07-02 13:27:06] [PID 0] [INFO] [Train] Epoch [8/500] [65/168]	 BT 0.369 (0.359)	 DT 0.010 (0.020)	 Loss 1.7510e-02 (3.4487e-02)	
[2024-07-02 13:27:07] [PID 0] [INFO] [Train] Epoch [8/500] [70/168]	 BT 0.356 (0.359)	 DT 0.010 (0.020)	 Loss 6.2029e-03 (3.4388e-02)	
[2024-07-02 13:27:09] [PID 0] [INFO] [Train] Epoch [8/500] [75/168]	 BT 0.341 (0.359)	 DT 0.014 (0.020)	 Loss 4.3550e-03 (3.4257e-02)	
[2024-07-02 13:27:11] [PID 0] [INFO] [Train] Epoch [8/500] [80/168]	 BT 0.352 (0.359)	 DT 0.010 (0.020)	 Loss 4.1223e-04 (3.4142e-02)	
[2024-07-02 13:27:13] [PID 0] [INFO] [Train] Epoch [8/500] [85/168]	 BT 0.356 (0.359)	 DT 0.010 (0.020)	 Loss 2.5342e-02 (3.4056e-02)	
[2024-07-02 13:27:15] [PID 0] [INFO] [Train] Epoch [8/500] [90/168]	 BT 0.364 (0.359)	 DT 0.010 (0.020)	 Loss 6.3138e-04 (3.3930e-02)	
[2024-07-02 13:27:16] [PID 0] [INFO] [Train] Epoch [8/500] [95/168]	 BT 0.365 (0.359)	 DT 0.010 (0.020)	 Loss 1.6195e-03 (3.3804e-02)	
[2024-07-02 13:27:18] [PID 0] [INFO] [Train] Epoch [8/500] [100/168]	 BT 0.345 (0.359)	 DT 0.010 (0.019)	 Loss 3.7159e-03 (3.3731e-02)	
[2024-07-02 13:27:20] [PID 0] [INFO] [Train] Epoch [8/500] [105/168]	 BT 0.369 (0.359)	 DT 0.010 (0.019)	 Loss 2.4384e-03 (3.3608e-02)	
[2024-07-02 13:27:22] [PID 0] [INFO] [Train] Epoch [8/500] [110/168]	 BT 0.333 (0.359)	 DT 0.010 (0.019)	 Loss 1.5835e-03 (3.3501e-02)	
[2024-07-02 13:27:24] [PID 0] [INFO] [Train] Epoch [8/500] [115/168]	 BT 0.388 (0.359)	 DT 0.010 (0.019)	 Loss 9.8680e-04 (3.3390e-02)	
[2024-07-02 13:27:25] [PID 0] [INFO] [Train] Epoch [8/500] [120/168]	 BT 0.343 (0.359)	 DT 0.010 (0.019)	 Loss 7.7156e-04 (3.3279e-02)	
[2024-07-02 13:27:27] [PID 0] [INFO] [Train] Epoch [8/500] [125/168]	 BT 0.319 (0.359)	 DT 0.010 (0.019)	 Loss 1.0311e-03 (3.3171e-02)	
[2024-07-02 13:27:29] [PID 0] [INFO] [Train] Epoch [8/500] [130/168]	 BT 0.354 (0.359)	 DT 0.010 (0.019)	 Loss 5.5834e-03 (3.3066e-02)	
[2024-07-02 13:27:31] [PID 0] [INFO] [Train] Epoch [8/500] [135/168]	 BT 0.382 (0.359)	 DT 0.010 (0.019)	 Loss 1.1200e-03 (3.2957e-02)	
[2024-07-02 13:27:32] [PID 0] [INFO] [Train] Epoch [8/500] [140/168]	 BT 0.358 (0.359)	 DT 0.010 (0.019)	 Loss 8.2154e-04 (3.2869e-02)	
[2024-07-02 13:27:34] [PID 0] [INFO] [Train] Epoch [8/500] [145/168]	 BT 0.379 (0.359)	 DT 0.015 (0.019)	 Loss 8.4288e-03 (3.2771e-02)	
[2024-07-02 13:27:36] [PID 0] [INFO] [Train] Epoch [8/500] [150/168]	 BT 0.349 (0.359)	 DT 0.013 (0.019)	 Loss 6.3367e-04 (3.2659e-02)	
[2024-07-02 13:27:38] [PID 0] [INFO] [Train] Epoch [8/500] [155/168]	 BT 0.363 (0.359)	 DT 0.010 (0.019)	 Loss 1.4760e-03 (3.2541e-02)	
[2024-07-02 13:27:39] [PID 0] [INFO] [Train] Epoch [8/500] [160/168]	 BT 0.342 (0.359)	 DT 0.015 (0.019)	 Loss 1.3115e-02 (3.2433e-02)	
[2024-07-02 13:27:41] [PID 0] [INFO] [Train] Epoch [8/500] [165/168]	 BT 0.345 (0.359)	 DT 0.010 (0.019)	 Loss 5.7576e-03 (3.2320e-02)	
[2024-07-02 13:28:43] [PID 0] [INFO] [Train] Epoch [10/500] [0/168]	 BT 1.093 (0.360)	 DT 0.754 (0.020)	 Loss 3.1053e-04 (2.9407e-02)	
[2024-07-02 13:28:45] [PID 0] [INFO] [Train] Epoch [10/500] [5/168]	 BT 0.360 (0.360)	 DT 0.015 (0.020)	 Loss 6.0521e-03 (2.9321e-02)	
[2024-07-02 13:28:47] [PID 0] [INFO] [Train] Epoch [10/500] [10/168]	 BT 0.368 (0.360)	 DT 0.011 (0.020)	 Loss 1.0003e-02 (2.9247e-02)	
[2024-07-02 13:28:49] [PID 0] [INFO] [Train] Epoch [10/500] [15/168]	 BT 0.322 (0.360)	 DT 0.010 (0.020)	 Loss 1.3945e-02 (2.9166e-02)	
[2024-07-02 13:28:50] [PID 0] [INFO] [Train] Epoch [10/500] [20/168]	 BT 0.315 (0.360)	 DT 0.010 (0.020)	 Loss 5.2749e-03 (2.9098e-02)	
[2024-07-02 13:28:52] [PID 0] [INFO] [Train] Epoch [10/500] [25/168]	 BT 0.321 (0.360)	 DT 0.010 (0.020)	 Loss 7.0687e-03 (2.9033e-02)	
[2024-07-02 13:28:54] [PID 0] [INFO] [Train] Epoch [10/500] [30/168]	 BT 0.366 (0.360)	 DT 0.010 (0.020)	 Loss 3.4593e-02 (2.8971e-02)	
[2024-07-02 13:28:56] [PID 0] [INFO] [Train] Epoch [10/500] [35/168]	 BT 0.366 (0.360)	 DT 0.010 (0.020)	 Loss 8.0441e-03 (2.8912e-02)	
[2024-07-02 13:28:58] [PID 0] [INFO] [Train] Epoch [10/500] [40/168]	 BT 0.353 (0.360)	 DT 0.010 (0.020)	 Loss 3.5573e-02 (2.8896e-02)	
[2024-07-02 13:28:59] [PID 0] [INFO] [Train] Epoch [10/500] [45/168]	 BT 0.329 (0.360)	 DT 0.010 (0.020)	 Loss 6.0070e-03 (2.8878e-02)	
[2024-07-02 13:29:01] [PID 0] [INFO] [Train] Epoch [10/500] [50/168]	 BT 0.366 (0.360)	 DT 0.010 (0.020)	 Loss 7.4110e-04 (2.8803e-02)	
[2024-07-02 13:29:03] [PID 0] [INFO] [Train] Epoch [10/500] [55/168]	 BT 0.372 (0.360)	 DT 0.011 (0.020)	 Loss 5.4610e-03 (2.8741e-02)	
[2024-07-02 13:29:05] [PID 0] [INFO] [Train] Epoch [10/500] [60/168]	 BT 0.357 (0.360)	 DT 0.010 (0.020)	 Loss 3.6132e-03 (2.8677e-02)	
[2024-07-02 13:29:06] [PID 0] [INFO] [Train] Epoch [10/500] [65/168]	 BT 0.340 (0.359)	 DT 0.010 (0.020)	 Loss 3.6636e-03 (2.8599e-02)	
[2024-07-02 13:29:08] [PID 0] [INFO] [Train] Epoch [10/500] [70/168]	 BT 0.365 (0.360)	 DT 0.010 (0.020)	 Loss 2.9845e-03 (2.8532e-02)	
[2024-07-02 13:29:10] [PID 0] [INFO] [Train] Epoch [10/500] [75/168]	 BT 0.355 (0.360)	 DT 0.010 (0.020)	 Loss 1.9320e-03 (2.8478e-02)	
[2024-07-02 13:29:12] [PID 0] [INFO] [Train] Epoch [10/500] [80/168]	 BT 0.338 (0.360)	 DT 0.010 (0.020)	 Loss 1.2881e-02 (2.8401e-02)	
[2024-07-02 13:29:14] [PID 0] [INFO] [Train] Epoch [10/500] [85/168]	 BT 0.356 (0.359)	 DT 0.010 (0.020)	 Loss 2.9011e-02 (2.8353e-02)	
[2024-07-02 13:29:15] [PID 0] [INFO] [Train] Epoch [10/500] [90/168]	 BT 0.320 (0.359)	 DT 0.010 (0.020)	 Loss 9.9370e-03 (2.8317e-02)	
[2024-07-02 13:29:17] [PID 0] [INFO] [Train] Epoch [10/500] [95/168]	 BT 0.366 (0.359)	 DT 0.010 (0.020)	 Loss 3.8946e-04 (2.8244e-02)	
[2024-07-02 13:29:19] [PID 0] [INFO] [Train] Epoch [10/500] [100/168]	 BT 0.330 (0.359)	 DT 0.010 (0.019)	 Loss 1.5073e-02 (2.8194e-02)	
[2024-07-02 13:29:21] [PID 0] [INFO] [Train] Epoch [10/500] [105/168]	 BT 0.370 (0.359)	 DT 0.010 (0.020)	 Loss 3.4256e-03 (2.8126e-02)	
[2024-07-02 13:29:22] [PID 0] [INFO] [Train] Epoch [10/500] [110/168]	 BT 0.334 (0.359)	 DT 0.010 (0.019)	 Loss 2.3287e-03 (2.8058e-02)	
[2024-07-02 13:29:24] [PID 0] [INFO] [Train] Epoch [10/500] [115/168]	 BT 0.359 (0.359)	 DT 0.010 (0.019)	 Loss 1.7024e-02 (2.7987e-02)	
[2024-07-02 13:29:26] [PID 0] [INFO] [Train] Epoch [10/500] [120/168]	 BT 0.355 (0.359)	 DT 0.010 (0.019)	 Loss 4.6489e-04 (2.7916e-02)	
[2024-07-02 13:29:28] [PID 0] [INFO] [Train] Epoch [10/500] [125/168]	 BT 0.350 (0.359)	 DT 0.015 (0.019)	 Loss 1.3913e-02 (2.7862e-02)	
[2024-07-02 13:29:30] [PID 0] [INFO] [Train] Epoch [10/500] [130/168]	 BT 0.349 (0.359)	 DT 0.010 (0.019)	 Loss 6.1876e-04 (2.7795e-02)	
[2024-07-02 13:29:31] [PID 0] [INFO] [Train] Epoch [10/500] [135/168]	 BT 0.333 (0.359)	 DT 0.010 (0.019)	 Loss 3.0851e-03 (2.7717e-02)	
[2024-07-02 13:29:33] [PID 0] [INFO] [Train] Epoch [10/500] [140/168]	 BT 0.374 (0.359)	 DT 0.010 (0.019)	 Loss 2.6180e-02 (2.7658e-02)	
[2024-07-02 13:29:35] [PID 0] [INFO] [Train] Epoch [10/500] [145/168]	 BT 0.358 (0.359)	 DT 0.010 (0.019)	 Loss 2.8093e-04 (2.7575e-02)	
[2024-07-02 13:29:37] [PID 0] [INFO] [Train] Epoch [10/500] [150/168]	 BT 0.352 (0.359)	 DT 0.014 (0.019)	 Loss 1.0448e-04 (2.7501e-02)	
[2024-07-02 13:29:38] [PID 0] [INFO] [Train] Epoch [10/500] [155/168]	 BT 0.357 (0.359)	 DT 0.010 (0.019)	 Loss 4.4059e-04 (2.7432e-02)	
[2024-07-02 13:29:40] [PID 0] [INFO] [Train] Epoch [10/500] [160/168]	 BT 0.363 (0.359)	 DT 0.014 (0.019)	 Loss 6.1371e-04 (2.7352e-02)	
[2024-07-02 13:29:42] [PID 0] [INFO] [Train] Epoch [10/500] [165/168]	 BT 0.344 (0.359)	 DT 0.010 (0.019)	 Loss 1.1299e-02 (2.7288e-02)	
[2024-07-02 13:30:44] [PID 0] [INFO] [Train] Epoch [12/500] [0/168]	 BT 1.292 (0.359)	 DT 0.936 (0.020)	 Loss 2.0336e-03 (2.5397e-02)	
[2024-07-02 13:30:45] [PID 0] [INFO] [Train] Epoch [12/500] [5/168]	 BT 0.345 (0.359)	 DT 0.012 (0.020)	 Loss 2.8653e-04 (2.5353e-02)	
[2024-07-02 13:30:47] [PID 0] [INFO] [Train] Epoch [12/500] [10/168]	 BT 0.357 (0.359)	 DT 0.011 (0.020)	 Loss 3.9661e-03 (2.5288e-02)	
[2024-07-02 13:30:49] [PID 0] [INFO] [Train] Epoch [12/500] [15/168]	 BT 0.354 (0.359)	 DT 0.015 (0.020)	 Loss 4.0464e-04 (2.5277e-02)	
[2024-07-02 13:30:51] [PID 0] [INFO] [Train] Epoch [12/500] [20/168]	 BT 0.334 (0.359)	 DT 0.011 (0.020)	 Loss 2.3071e-04 (2.5226e-02)	
[2024-07-02 13:30:52] [PID 0] [INFO] [Train] Epoch [12/500] [25/168]	 BT 0.340 (0.359)	 DT 0.011 (0.019)	 Loss 2.9588e-03 (2.5192e-02)	
[2024-07-02 13:30:54] [PID 0] [INFO] [Train] Epoch [12/500] [30/168]	 BT 0.353 (0.359)	 DT 0.011 (0.019)	 Loss 4.7026e-03 (2.5140e-02)	
[2024-07-02 13:30:56] [PID 0] [INFO] [Train] Epoch [12/500] [35/168]	 BT 0.349 (0.359)	 DT 0.011 (0.019)	 Loss 1.0345e-03 (2.5079e-02)	
[2024-07-02 13:30:58] [PID 0] [INFO] [Train] Epoch [12/500] [40/168]	 BT 0.379 (0.359)	 DT 0.015 (0.019)	 Loss 1.0722e-03 (2.5022e-02)	
[2024-07-02 13:30:59] [PID 0] [INFO] [Train] Epoch [12/500] [45/168]	 BT 0.365 (0.359)	 DT 0.010 (0.019)	 Loss 5.3396e-04 (2.4965e-02)	
[2024-07-02 13:31:01] [PID 0] [INFO] [Train] Epoch [12/500] [50/168]	 BT 0.320 (0.359)	 DT 0.010 (0.019)	 Loss 5.9610e-04 (2.4912e-02)	
[2024-07-02 13:31:03] [PID 0] [INFO] [Train] Epoch [12/500] [55/168]	 BT 0.328 (0.359)	 DT 0.010 (0.019)	 Loss 8.5047e-03 (2.4863e-02)	
[2024-07-02 13:31:05] [PID 0] [INFO] [Train] Epoch [12/500] [60/168]	 BT 0.385 (0.359)	 DT 0.011 (0.019)	 Loss 6.8343e-03 (2.4810e-02)	
[2024-07-02 13:31:07] [PID 0] [INFO] [Train] Epoch [12/500] [65/168]	 BT 0.338 (0.359)	 DT 0.010 (0.019)	 Loss 7.2493e-04 (2.4752e-02)	
[2024-07-02 13:31:09] [PID 0] [INFO] [Train] Epoch [12/500] [70/168]	 BT 0.346 (0.359)	 DT 0.010 (0.019)	 Loss 1.4191e-03 (2.4698e-02)	
[2024-07-02 13:31:10] [PID 0] [INFO] [Train] Epoch [12/500] [75/168]	 BT 0.375 (0.359)	 DT 0.010 (0.019)	 Loss 3.9685e-03 (2.4638e-02)	
[2024-07-02 13:31:12] [PID 0] [INFO] [Train] Epoch [12/500] [80/168]	 BT 0.326 (0.359)	 DT 0.010 (0.019)	 Loss 1.6702e-02 (2.4593e-02)	
[2024-07-02 13:31:14] [PID 0] [INFO] [Train] Epoch [12/500] [85/168]	 BT 0.339 (0.359)	 DT 0.010 (0.019)	 Loss 3.1426e-04 (2.4531e-02)	
[2024-07-02 13:31:16] [PID 0] [INFO] [Train] Epoch [12/500] [90/168]	 BT 0.372 (0.359)	 DT 0.010 (0.019)	 Loss 4.2802e-04 (2.4482e-02)	
[2024-07-02 13:31:17] [PID 0] [INFO] [Train] Epoch [12/500] [95/168]	 BT 0.360 (0.359)	 DT 0.010 (0.019)	 Loss 1.6787e-03 (2.4430e-02)	
[2024-07-02 13:31:19] [PID 0] [INFO] [Train] Epoch [12/500] [100/168]	 BT 0.343 (0.359)	 DT 0.016 (0.019)	 Loss 6.9724e-03 (2.4386e-02)	
[2024-07-02 13:31:21] [PID 0] [INFO] [Train] Epoch [12/500] [105/168]	 BT 0.356 (0.359)	 DT 0.010 (0.019)	 Loss 3.0826e-03 (2.4335e-02)	
[2024-07-02 13:31:23] [PID 0] [INFO] [Train] Epoch [12/500] [110/168]	 BT 0.372 (0.359)	 DT 0.015 (0.019)	 Loss 2.6326e-03 (2.4279e-02)	
[2024-07-02 13:31:25] [PID 0] [INFO] [Train] Epoch [12/500] [115/168]	 BT 0.366 (0.359)	 DT 0.010 (0.019)	 Loss 1.6277e-02 (2.4241e-02)	
[2024-07-02 13:31:26] [PID 0] [INFO] [Train] Epoch [12/500] [120/168]	 BT 0.360 (0.359)	 DT 0.010 (0.019)	 Loss 1.0922e-02 (2.4200e-02)	
[2024-07-02 13:31:28] [PID 0] [INFO] [Train] Epoch [12/500] [125/168]	 BT 0.356 (0.359)	 DT 0.010 (0.019)	 Loss 4.3468e-04 (2.4145e-02)	
[2024-07-02 13:31:30] [PID 0] [INFO] [Train] Epoch [12/500] [130/168]	 BT 0.361 (0.359)	 DT 0.010 (0.019)	 Loss 1.2630e-03 (2.4104e-02)	
[2024-07-02 13:31:32] [PID 0] [INFO] [Train] Epoch [12/500] [135/168]	 BT 0.351 (0.359)	 DT 0.015 (0.019)	 Loss 6.6021e-04 (2.4046e-02)	
[2024-07-02 13:31:34] [PID 0] [INFO] [Train] Epoch [12/500] [140/168]	 BT 0.358 (0.359)	 DT 0.011 (0.019)	 Loss 2.1959e-02 (2.4004e-02)	
[2024-07-02 13:31:35] [PID 0] [INFO] [Train] Epoch [12/500] [145/168]	 BT 0.363 (0.359)	 DT 0.010 (0.019)	 Loss 8.6068e-04 (2.3961e-02)	
[2024-07-02 13:31:37] [PID 0] [INFO] [Train] Epoch [12/500] [150/168]	 BT 0.347 (0.359)	 DT 0.013 (0.019)	 Loss 3.0960e-03 (2.3909e-02)	
[2024-07-02 13:31:39] [PID 0] [INFO] [Train] Epoch [12/500] [155/168]	 BT 0.343 (0.359)	 DT 0.010 (0.019)	 Loss 2.7119e-03 (2.3856e-02)	
[2024-07-02 13:31:41] [PID 0] [INFO] [Train] Epoch [12/500] [160/168]	 BT 0.344 (0.359)	 DT 0.010 (0.019)	 Loss 3.0195e-02 (2.3812e-02)	
[2024-07-02 13:31:42] [PID 0] [INFO] [Train] Epoch [12/500] [165/168]	 BT 0.326 (0.359)	 DT 0.009 (0.019)	 Loss 1.7476e-03 (2.3762e-02)	
[2024-07-02 13:32:44] [PID 0] [INFO] [Train] Epoch [14/500] [0/168]	 BT 1.193 (0.359)	 DT 0.863 (0.019)	 Loss 7.8952e-03 (2.2256e-02)	
[2024-07-02 13:32:46] [PID 0] [INFO] [Train] Epoch [14/500] [5/168]	 BT 0.344 (0.359)	 DT 0.010 (0.019)	 Loss 1.2070e-01 (2.2683e-02)	
[2024-07-02 13:32:47] [PID 0] [INFO] [Train] Epoch [14/500] [10/168]	 BT 0.351 (0.359)	 DT 0.011 (0.019)	 Loss 3.4166e-02 (2.2779e-02)	
[2024-07-02 13:32:49] [PID 0] [INFO] [Train] Epoch [14/500] [15/168]	 BT 0.369 (0.359)	 DT 0.011 (0.019)	 Loss 2.9252e-02 (2.2824e-02)	
[2024-07-02 13:32:51] [PID 0] [INFO] [Train] Epoch [14/500] [20/168]	 BT 0.365 (0.359)	 DT 0.010 (0.019)	 Loss 1.8207e-02 (2.2843e-02)	
[2024-07-02 13:32:53] [PID 0] [INFO] [Train] Epoch [14/500] [25/168]	 BT 0.391 (0.359)	 DT 0.015 (0.019)	 Loss 2.7121e-02 (2.2842e-02)	
[2024-07-02 13:32:54] [PID 0] [INFO] [Train] Epoch [14/500] [30/168]	 BT 0.352 (0.359)	 DT 0.010 (0.019)	 Loss 5.6322e-03 (2.2812e-02)	
[2024-07-02 13:32:56] [PID 0] [INFO] [Train] Epoch [14/500] [35/168]	 BT 0.321 (0.359)	 DT 0.010 (0.019)	 Loss 3.1696e-02 (2.2800e-02)	
